claim_id,country_code,country_name,year,year_label,end_year,title,summary,category,era_id,canonical_url,history_updated
TL:PNG:event:1921:league-of-nations-mandate-over-new-guinea,PNG,Papua New Guinea,1921,1921,,League of Nations mandate over New Guinea,"Australia received a Class C League of Nations mandate to administer the former German territory as the Territory of New Guinea, governed from Rabaul and kept separate from Papua.",politics,australian-rule-first-contact,https://terralore.co/country/PNG/chronicle#ev-1921-league-of-nations-mandate-over-new-guinea,2026-08-22
TL:PNG:event:1926:the-bulolo-gold-rush,PNG,Papua New Guinea,1926,1920s,,The Bulolo gold rush,"A major find along the Bulolo river draws a second rush, pulling outsiders and aircraft into country that had barely been mapped.",economy,australian-rule-first-contact,https://terralore.co/country/PNG/chronicle#ev-1926-the-bulolo-gold-rush,2026-08-22
TL:PNG:event:1933:first-contact-in-the-highlands,PNG,Papua New Guinea,1933,early 1930s,,First contact in the highlands,Australian prospectors and patrol officers walked into the central highlands and found densely populated farming valleys — perhaps a million people — entirely unknown to the outside world until then.,migration,australian-rule-first-contact,https://terralore.co/country/PNG/chronicle#ev-1933-first-contact-in-the-highlands,2026-08-22
TL:PNG:event:1942:the-kokoda-track-campaign,PNG,Papua New Guinea,1942,21 July – 16 November 1942,1942,The Kokoda Track campaign,Australian and Papuan troops halted the Japanese advance over the Owen Stanley Range toward Port Moresby and drove them back; over 600 Australians were killed in arguably Australia's most significant campaign of the war.,war,second-world-war,https://terralore.co/country/PNG/chronicle#ev-1942-the-kokoda-track-campaign,2026-08-22
TL:PNG:event:1942:papuan-carriers-and-soldiers,PNG,Papua New Guinea,1942,1942–1945,1945,Papuan carriers and soldiers,"Papuan carriers moved supplies and the wounded across the mountains, and soldiers of the Papuan Infantry Battalion fought alongside Australian forces throughout the New Guinea campaigns.",war,second-world-war,https://terralore.co/country/PNG/chronicle#ev-1942-papuan-carriers-and-soldiers,2026-08-22
TL:PNG:event:1944:the-bougainville-campaign,PNG,Papua New Guinea,1944,November 1944 – August 1945,1945,The Bougainville campaign,"More than 30,000 Australians fought a long campaign of patrols and small actions on Bougainville, with over 500 killed, until the Japanese garrison surrendered in August 1945.",war,second-world-war,https://terralore.co/country/PNG/chronicle#ev-1944-the-bougainville-campaign,2026-08-22
TL:PNG:event:1945:papua-and-new-guinea-united,PNG,Papua New Guinea,1945,1945,,Papua and New Guinea united,"Australia combined its administration of Papua and the former German mandate into a single Territory of Papua and New Guinea, with the north held as a United Nations trust territory.",politics,self-government-independence,https://terralore.co/country/PNG/chronicle#ev-1945-papua-and-new-guinea-united,2026-08-22
TL:PNG:event:1961:the-first-elections-with-indigenous-voters,PNG,Papua New Guinea,1961,1961,,The first elections with indigenous voters,"Papuans and New Guineans vote for the first time, sixteen years after the two territories were joined under one administration.",politics,self-government-independence,https://terralore.co/country/PNG/chronicle#ev-1961-the-first-elections-with-indigenous-voters,2026-08-22
TL:PNG:event:1963:west-new-guinea-transferred-to-indonesia,PNG,Papua New Guinea,1963,1963,,West New Guinea transferred to Indonesia,The United Nations hands control of the island's western half to Indonesia; the two governments agree the position of their shared border ten years later.,politics,self-government-independence,https://terralore.co/country/PNG/chronicle#ev-1963-west-new-guinea-transferred-to-indonesia,2026-08-22
TL:PNG:event:1964:an-elected-indigenous-majority,PNG,Papua New Guinea,1964,1964,,An elected indigenous majority,"A 64-member House of Assembly replaces the Legislative Council, and for the first time indigenous representatives hold most of the seats.",politics,self-government-independence,https://terralore.co/country/PNG/chronicle#ev-1964-an-elected-indigenous-majority,2026-08-22
TL:PNG:event:1971:the-country-is-named-papua-new-guinea,PNG,Papua New Guinea,1971,1971,,The country is named Papua New Guinea,"The two territories that two empires had drawn take a single name, four years before they take a flag.",founding,self-government-independence,https://terralore.co/country/PNG/chronicle#ev-1971-the-country-is-named-papua-new-guinea,2026-08-22
TL:PNG:event:1973:internal-self-government,PNG,Papua New Guinea,1973,1 December 1973,,Internal self-government,"Papua New Guinea achieved internal self-government with Michael Somare as chief minister, a peaceful step toward full independence from Australia.",politics,self-government-independence,https://terralore.co/country/PNG/chronicle#ev-1973-internal-self-government,2026-08-22
TL:PNG:event:1975:independence,PNG,Papua New Guinea,1975,16 September 1975,,Independence,Papua New Guinea became an independent nation under Prime Minister Michael Somare; Australia transferred sovereignty and the United States recognised the new state the same day.,independence,self-government-independence,https://terralore.co/country/PNG/chronicle#ev-1975-independence,2026-08-22
TL:PNG:event:1988:the-bougainville-conflict,PNG,Papua New Guinea,1988,1988–1998,1998,The Bougainville conflict,"A secessionist war over the Panguna mine, land, and environmental damage pitted Bougainvillean rebels against the PNG Defence Force; death-toll estimates range widely, commonly cited at roughly 10,000–20,000 and treated as estimates.",war,bougainville-modern,https://terralore.co/country/PNG/chronicle#ev-1988-the-bougainville-conflict,2026-08-22
TL:PNG:event:1997:sandline-the-mutiny-and-the-burnham-truce,PNG,Papua New Guinea,1997,1997,,"Sandline, the mutiny and the Burnham Truce","The government hires mercenaries to reinforce its troops on Bougainville, provoking a mutiny in its own army; the Burnham Truce later that year ends the decade of armed struggle.",war,bougainville-modern,https://terralore.co/country/PNG/chronicle#ev-1997-sandline-the-mutiny-and-the-burnham-truce,2026-08-22
TL:PNG:event:2001:bougainville-peace-agreement,PNG,Papua New Guinea,2001,2001,,Bougainville Peace Agreement,"Following a 1998 ceasefire, a peace agreement created the Autonomous Region of Bougainville and promised a future referendum on the island's political status.",politics,bougainville-modern,https://terralore.co/country/PNG/chronicle#ev-2001-bougainville-peace-agreement,2026-08-22
TL:PNG:event:2019:bougainville-independence-referendum,PNG,Papua New Guinea,2019,23 November – 7 December 2019,2019,Bougainville independence referendum,Bougainvilleans voted about 98 per cent for independence over greater autonomy; the non-binding result must be negotiated with PNG and ratified by its parliament.,politics,bougainville-modern,https://terralore.co/country/PNG/chronicle#ev-2019-bougainville-independence-referendum,2026-08-22
TL:POL:event:966:the-baptism-of-poland,POL,Poland,966,966,,The Baptism of Poland,"Duke Mieszko I accepted Christianity in the Latin rite, conventionally dated to 14 April 966, bringing his realm into Western Christendom and marking the traditional birth of the Polish state.",religion,birth-of-the-piast-state,https://terralore.co/country/POL/chronicle#ev-966-the-baptism-of-poland,2026-06-13
TL:POL:event:1000:congress-of-gniezno,POL,Poland,1000,1000,,Congress of Gniezno,"Emperor Otto III made pilgrimage to Gniezno and an independent Polish church province was established, recognising the young state's standing within Christian Europe.",religion,birth-of-the-piast-state,https://terralore.co/country/POL/chronicle#ev-1000-congress-of-gniezno,2026-06-13
TL:POL:event:1025:coronation-of-boleslaw-i-the-brave,POL,Poland,1025,1025,,Coronation of Boleslaw I the Brave,"Boleslaw I was crowned king at Gniezno, the first ruler to bear the royal title of Poland and to win recognition of the realm as a kingdom rather than a duchy.",politics,birth-of-the-piast-state,https://terralore.co/country/POL/chronicle#ev-1025-coronation-of-boleslaw-i-the-brave,2026-06-13
TL:POL:event:1138:testament-of-boleslaw-iii-and-fragmentation,POL,Poland,1138,1138,,Testament of Boleslaw III and fragmentation,"The dying Boleslaw III Wrymouth divided Poland among his sons, beginning nearly two centuries of fragmentation into rival duchies that weakened the state against its neighbours.",politics,birth-of-the-piast-state,https://terralore.co/country/POL/chronicle#ev-1138-testament-of-boleslaw-iii-and-fragmentation,2026-06-13
TL:POL:event:1333:reign-of-casimir-iii-the-great,POL,Poland,1333,1333–1370,1370,Reign of Casimir III the Great,"The last Piast king reformed the law, founded the University of Krakow in 1364, expanded the kingdom and welcomed Jewish settlers, leaving Poland prosperous and consolidated.",politics,piast-jagiellonian-kingdom,https://terralore.co/country/POL/chronicle#ev-1333-reign-of-casimir-iii-the-great,2026-06-13
TL:POL:event:1385:union-of-krewo-and-the-jagiellonian-dynasty,POL,Poland,1385,1385,,Union of Krewo and the Jagiellonian dynasty,"The agreement at Krewo arranged the marriage of Queen Jadwiga to Jogaila of Lithuania, who was baptised as Wladyslaw II Jagiello, joining Poland and Lithuania under a new dynasty.",politics,piast-jagiellonian-kingdom,https://terralore.co/country/POL/chronicle#ev-1385-union-of-krewo-and-the-jagiellonian-dynasty,2026-06-13
TL:POL:event:1410:battle-of-grunwald,POL,Poland,1410,15 Jul 1410,,Battle of Grunwald,"Polish and Lithuanian forces under Wladyslaw II Jagiello destroyed the army of the Teutonic Knights at Grunwald, halting the Order's eastward expansion in the Baltic.",war,piast-jagiellonian-kingdom,https://terralore.co/country/POL/chronicle#ev-1410-battle-of-grunwald,2026-06-13
TL:POL:event:1543:copernicus-publishes-on-the-revolutions,POL,Poland,1543,1543,,Copernicus publishes 'On the Revolutions',"The Polish astronomer Nicolaus Copernicus published his heliocentric theory, placing the Sun rather than the Earth at the centre of the cosmos and helping to launch modern astronomy.",culture,piast-jagiellonian-kingdom,https://terralore.co/country/POL/chronicle#ev-1543-copernicus-publishes-on-the-revolutions,2026-06-13
TL:POL:event:1569:union-of-lublin,POL,Poland,1569,1 Jul 1569,,Union of Lublin,"Poland and the Grand Duchy of Lithuania united into a single federal state, the Polish-Lithuanian Commonwealth, ruled by an elected monarch and a common Sejm, one of Europe's largest powers.",politics,polish-lithuanian-commonwealth,https://terralore.co/country/POL/chronicle#ev-1569-union-of-lublin,2026-06-13
TL:POL:event:1683:relief-of-vienna,POL,Poland,1683,12 Sep 1683,,Relief of Vienna,"King John III Sobieski led the allied cavalry charge that broke the Ottoman siege of Vienna, marking the high point of the Commonwealth's military reputation in Europe.",war,polish-lithuanian-commonwealth,https://terralore.co/country/POL/chronicle#ev-1683-relief-of-vienna,2026-06-13
TL:POL:event:1655:the-deluge,POL,Poland,1655,1655–1660,1660,The Deluge,"A devastating Swedish invasion during the Second Northern War ravaged the Commonwealth, causing enormous loss of life and population and accelerating the state's long decline.",war,polish-lithuanian-commonwealth,https://terralore.co/country/POL/chronicle#ev-1655-the-deluge,2026-06-13
TL:POL:event:1772:the-partitions-of-poland,POL,Poland,1772,1772–1795,1795,The Partitions of Poland,"In three stages (1772, 1793, 1795) Russia, Prussia and Austria divided the Commonwealth among themselves, despite the reforming Constitution of 3 May 1791, ending Polish statehood for 123 years.",politics,polish-lithuanian-commonwealth,https://terralore.co/country/POL/chronicle#ev-1772-the-partitions-of-poland,2026-06-13
TL:POL:event:1815:congress-of-vienna-and-the-congress-kingdom,POL,Poland,1815,1815,,Congress of Vienna and the 'Congress Kingdom',"The post-Napoleonic settlement re-divided the Polish lands and created a nominally autonomous Kingdom of Poland under the Russian tsar, entrenching foreign rule.",politics,partitions-and-fight-for-independence,https://terralore.co/country/POL/chronicle#ev-1815-congress-of-vienna-and-the-congress-kingdom,2026-06-13
TL:POL:event:1830:the-november-uprising,POL,Poland,1830,1830–1831,1831,The November Uprising,"Poles in the Russian partition rose against the tsar; after initial successes the rising was crushed, bringing reprisals, the end of the Kingdom's autonomy and a wave of political exile.",war,partitions-and-fight-for-independence,https://terralore.co/country/POL/chronicle#ev-1830-the-november-uprising,2026-06-13
TL:POL:event:1863:the-january-uprising,POL,Poland,1863,1863–1864,1864,The January Uprising,"A protracted guerrilla insurrection against Russian rule ended in defeat and severe repression, including executions, deportations to Siberia and intensified Russification.",war,partitions-and-fight-for-independence,https://terralore.co/country/POL/chronicle#ev-1863-the-january-uprising,2026-06-13
TL:POL:event:1918:restoration-of-independence,POL,Poland,1918,11 Nov 1918,,Restoration of independence,"As the partitioning empires collapsed at the end of the First World War, an independent Polish state was proclaimed under Jozef Pilsudski, ending 123 years without statehood.",independence,partitions-and-fight-for-independence,https://terralore.co/country/POL/chronicle#ev-1918-restoration-of-independence,2026-06-13
TL:POL:event:1920:battle-of-warsaw,POL,Poland,1920,Aug 1920,,Battle of Warsaw,"Polish forces under Pilsudski halted the advance of the Soviet Red Army outside Warsaw, securing the independence of the young republic in the Polish-Soviet War.",war,second-republic-and-second-world-war,https://terralore.co/country/POL/chronicle#ev-1920-battle-of-warsaw,2026-06-13
TL:POL:event:1939:german-and-soviet-invasion-of-poland,POL,Poland,1939,1 Sep 1939,,German and Soviet invasion of Poland,"Nazi Germany invaded on 1 September, starting the Second World War in Europe; the Soviet Union invaded from the east on 17 September, and the two powers again partitioned Poland.",war,second-republic-and-second-world-war,https://terralore.co/country/POL/chronicle#ev-1939-german-and-soviet-invasion-of-poland,2026-06-13
TL:POL:event:1940:auschwitz-birkenau-and-the-holocaust-on-polish,POL,Poland,1940,1940–1945,1945,Auschwitz-Birkenau and the Holocaust on Polish soil,"Germany operated its largest concentration and extermination camp at Auschwitz-Birkenau, where some 1.1 million people, overwhelmingly Jews, were murdered as part of the genocide carried out across occupied Poland.",war,second-republic-and-second-world-war,https://terralore.co/country/POL/chronicle#ev-1940-auschwitz-birkenau-and-the-holocaust-on-polish,2026-06-13
TL:POL:event:1944:the-warsaw-uprising,POL,Poland,1944,1 Aug 1944,,The Warsaw Uprising,"The Polish Home Army rose against the German occupiers in Warsaw; after 63 days the rising was crushed, much of the city was destroyed and tens of thousands of civilians were killed.",war,second-republic-and-second-world-war,https://terralore.co/country/POL/chronicle#ev-1944-the-warsaw-uprising,2026-06-13
TL:POL:event:1947:establishment-of-communist-rule,POL,Poland,1947,1947,,Establishment of communist rule,"Backed by the Soviet Union and rigged elections, a communist government consolidated power, founding the Polish People's Republic within the Soviet bloc.",politics,communist-poland-solidarity-modern-republic,https://terralore.co/country/POL/chronicle#ev-1947-establishment-of-communist-rule,2026-06-13
TL:POL:event:1980:birth-of-solidarity,POL,Poland,1980,Aug 1980,,Birth of Solidarity,"Strikes at the Gdansk shipyard led by Lech Walesa produced Solidarity, the first independent trade union in the Soviet bloc, which rapidly grew to about ten million members.",politics,communist-poland-solidarity-modern-republic,https://terralore.co/country/POL/chronicle#ev-1980-birth-of-solidarity,2026-06-13
TL:POL:event:1981:martial-law,POL,Poland,1981,13 Dec 1981,,Martial law,"The communist authorities imposed martial law, banned Solidarity and interned its leaders, including Walesa, driving the movement underground for the rest of the decade.",politics,communist-poland-solidarity-modern-republic,https://terralore.co/country/POL/chronicle#ev-1981-martial-law,2026-06-13
TL:POL:event:1989:semi-free-elections-and-the-fall-of-communism,POL,Poland,1989,4 Jun 1989,,Semi-free elections and the fall of communism,"Round Table talks produced partly free elections that Solidarity won overwhelmingly, ending communist rule in Poland and helping trigger the collapse of the Soviet bloc.",independence,communist-poland-solidarity-modern-republic,https://terralore.co/country/POL/chronicle#ev-1989-semi-free-elections-and-the-fall-of-communism,2026-06-13
TL:POL:event:2004:accession-to-the-european-union,POL,Poland,2004,1 May 2004,,Accession to the European Union,"Poland joined the European Union, completing its return to the West after the fall of communism and accelerating its economic and political integration into Europe.",politics,communist-poland-solidarity-modern-republic,https://terralore.co/country/POL/chronicle#ev-2004-accession-to-the-european-union,2026-06-13
TL:PRI:event:1000:taino-settle-boriken,PRI,Puerto Rico,1000,by c. 1000 CE,,Taíno settle Borikén,"Arawak-speaking peoples develop the Taíno culture on the island they call Borikén, living in cacique-led villages and farming cassava and other tropical crops.",migration,taino-borinquen,https://terralore.co/country/PRI/chronicle#ev-1000-taino-settle-boriken,2026-06-15
TL:PRI:event:1493:columbus-claims-the-island,PRI,Puerto Rico,1493,19 Nov 1493,,Columbus claims the island,"On his second voyage, Christopher Columbus reaches the island and claims it for Spain, naming it San Juan Bautista.",colonization,taino-borinquen,https://terralore.co/country/PRI/chronicle#ev-1493-columbus-claims-the-island,2026-06-15
TL:PRI:event:1508:ponce-de-leon-founds-caparra,PRI,Puerto Rico,1508,1508 CE,,Ponce de León founds Caparra,Juan Ponce de León establishes the island's first Spanish settlement and becomes its first governor; the colony is soon moved to the islet of San Juan.,colonization,spanish-colony,https://terralore.co/country/PRI/chronicle#ev-1508-ponce-de-leon-founds-caparra,2026-06-15
TL:PRI:event:1539:el-morro-and-the-fortification-of-san-juan,PRI,Puerto Rico,1539,from 1539,,El Morro and the fortification of San Juan,"Spain begins the great harbour castle of El Morro; with La Fortaleza and a city wall completed by 1678, San Juan becomes a key Caribbean stronghold.",war,spanish-colony,https://terralore.co/country/PRI/chronicle#ev-1539-el-morro-and-the-fortification-of-san-juan,2026-06-15
TL:PRI:event:1595:el-morro-repels-francis-drake,PRI,Puerto Rico,1595,1595 CE,,El Morro repels Francis Drake,"The new fortifications withstand an attack by the English privateer Sir Francis Drake, proving San Juan's defences.",war,spanish-colony,https://terralore.co/country/PRI/chronicle#ev-1595-el-morro-repels-francis-drake,2026-06-15
TL:PRI:event:1868:grito-de-lares,PRI,Puerto Rico,1868,23 Sept 1868,,Grito de Lares,"Rebels seize Lares and proclaim a Republic of Puerto Rico; though crushed, the uprising becomes the foundational moment of the island's independence movement.",independence,late-spanish-rule,https://terralore.co/country/PRI/chronicle#ev-1868-grito-de-lares,2026-06-15
TL:PRI:event:1873:abolition-of-slavery,PRI,Puerto Rico,1873,1873 CE,,Abolition of slavery,"Spain abolishes slavery in Puerto Rico, a reform widely linked to the pressure generated by the Lares revolt.",politics,late-spanish-rule,https://terralore.co/country/PRI/chronicle#ev-1873-abolition-of-slavery,2026-06-15
TL:PRI:event:1897:charter-of-autonomy,PRI,Puerto Rico,1897,1897 CE,,Charter of Autonomy,"Spain grants Puerto Rico an Autonomous Charter conceding limited self-government, only months before the Spanish-American War.",politics,late-spanish-rule,https://terralore.co/country/PRI/chronicle#ev-1897-charter-of-autonomy,2026-06-15
TL:PRI:event:1898:treaty-of-paris-cedes-puerto-rico,PRI,Puerto Rico,1898,10 Dec 1898,,Treaty of Paris cedes Puerto Rico,"After the Spanish-American War, Spain cedes Puerto Rico, Guam, and the Philippines to the United States, ending Spanish rule on the island.",war,late-spanish-rule,https://terralore.co/country/PRI/chronicle#ev-1898-treaty-of-paris-cedes-puerto-rico,2026-06-15
TL:PRI:event:1898:u-s-takes-control-of-puerto-rico,PRI,Puerto Rico,1898,1898 CE,,U.S. takes control of Puerto Rico,American military rule begins; the island passes from Spain to the United States as a new colonial relationship is established.,colonization,us-rule-citizenship,https://terralore.co/country/PRI/chronicle#ev-1898-u-s-takes-control-of-puerto-rico,2026-06-15
TL:PRI:event:1917:jones-shafroth-act-grants-citizenship,PRI,Puerto Rico,1917,2 Mar 1917,,Jones-Shafroth Act grants citizenship,"Congress collectively confers U.S. citizenship on Puerto Ricans and restructures the island's government, but without the federal vote.",politics,us-rule-citizenship,https://terralore.co/country/PRI/chronicle#ev-1917-jones-shafroth-act-grants-citizenship,2026-06-15
TL:PRI:event:1930:albizu-campos-leads-the-nationalists,PRI,Puerto Rico,1930,1930 CE,,Albizu Campos leads the Nationalists,"Pedro Albizu Campos becomes president of the Nationalist Party, intensifying the campaign for outright independence.",independence,us-rule-citizenship,https://terralore.co/country/PRI/chronicle#ev-1930-albizu-campos-leads-the-nationalists,2026-06-15
TL:PRI:event:1948:first-elected-governor,PRI,Puerto Rico,1948,1948 CE,,First elected governor,Luis Muñoz Marín is elected the island's first governor; his administration launches Operation Bootstrap to industrialise the economy.,politics,commonwealth-1952,https://terralore.co/country/PRI/chronicle#ev-1948-first-elected-governor,2026-06-15
TL:PRI:event:1952:commonwealth-established,PRI,Puerto Rico,1952,25 July 1952,,Commonwealth established,"Muñoz Marín proclaims the Constitution of the Commonwealth (Estado Libre Asociado), giving Puerto Rico self-government within U.S. sovereignty.",founding,commonwealth-1952,https://terralore.co/country/PRI/chronicle#ev-1952-commonwealth-established,2026-06-15
TL:PRI:event:1967:status-plebiscites,PRI,Puerto Rico,1967,1967-1998,1998,Status plebiscites,"Non-binding votes in 1967, 1993, and 1998 ask Puerto Ricans to choose among commonwealth, statehood, and independence, producing no binding resolution.",politics,commonwealth-1952,https://terralore.co/country/PRI/chronicle#ev-1967-status-plebiscites,2026-06-15
TL:PRI:event:2003:u-s-navy-leaves-vieques,PRI,Puerto Rico,2003,1 May 2003,,U.S. Navy leaves Vieques,"After years of civil disobedience following a 1999 death, the Navy ends weapons testing and withdraws from Vieques.",politics,contemporary-puerto-rico,https://terralore.co/country/PRI/chronicle#ev-2003-u-s-navy-leaves-vieques,2026-06-15
TL:PRI:event:2016:debt-crisis-and-promesa,PRI,Puerto Rico,2016,2015-2016,,Debt crisis and PROMESA,"With debt declared unpayable in 2015, Congress passes PROMESA in 2016, installing a federal oversight board over the island's finances.",economy,contemporary-puerto-rico,https://terralore.co/country/PRI/chronicle#ev-2016-debt-crisis-and-promesa,2026-06-15
TL:PRI:event:2017:hurricane-maria,PRI,Puerto Rico,2017,20 Sept 2017,,Hurricane Maria,"A devastating hurricane wrecks Puerto Rico's power grid and infrastructure, with an official death toll later estimated near 2,975.",disaster,contemporary-puerto-rico,https://terralore.co/country/PRI/chronicle#ev-2017-hurricane-maria,2026-06-15
TL:PRI:event:2017:statehood-plebiscites,PRI,Puerto Rico,2017,2012-2020,2020,Statehood plebiscites,"Votes in 2012, 2017, and 2020 favour statehood, but the 2017 ballot was boycotted and drew only about 23% turnout, and Congress has not acted.",politics,contemporary-puerto-rico,https://terralore.co/country/PRI/chronicle#ev-2017-statehood-plebiscites,2026-06-15
TL:PRK:event:2333bce:legendary-founding-of-gojoseon,PRK,North Korea,-2333,2333 BCE (legendary),,Legendary founding of Gojoseon,"According to the Samguk yusa, the mythical Dangun establishes Gojoseon, traditionally regarded as the first Korean kingdom and a shared origin point for both Koreas.",founding,shared-korean-heritage,https://terralore.co/country/PRK/chronicle#ev-2333bce-legendary-founding-of-gojoseon,2026-06-15
TL:PRK:event:668:silla-unifies-the-peninsula,PRK,North Korea,668,668 CE,,Silla unifies the peninsula,"Allied with Tang China, Silla conquers Baekje in 660 and Goguryeo in 668, then expels the Tang, achieving the first unification of Korea under native rule.",war,shared-korean-heritage,https://terralore.co/country/PRK/chronicle#ev-668-silla-unifies-the-peninsula,2026-06-15
TL:PRK:event:918:goryeo-dynasty-founded,PRK,North Korea,918,918 CE,,Goryeo dynasty founded,"Wang Geon establishes the Goryeo dynasty, which reunifies the peninsula and gives rise to the Western name Korea.",founding,shared-korean-heritage,https://terralore.co/country/PRK/chronicle#ev-918-goryeo-dynasty-founded,2026-06-15
TL:PRK:event:1392:joseon-dynasty-founded,PRK,North Korea,1392,1392 CE,,Joseon dynasty founded,"Yi Seong-gye founds the long-lived Joseon dynasty, which adopts Neo-Confucianism and under King Sejong creates the hangul alphabet.",founding,shared-korean-heritage,https://terralore.co/country/PRK/chronicle#ev-1392-joseon-dynasty-founded,2026-06-15
TL:PRK:event:1910:japanese-annexation-of-korea,PRK,North Korea,1910,1910 CE,,Japanese annexation of Korea,"Japan formally annexes Korea, ending the Joseon dynasty and beginning thirty-five years of colonial rule over the entire peninsula.",colonization,colonial-rule-division,https://terralore.co/country/PRK/chronicle#ev-1910-japanese-annexation-of-korea,2026-06-15
TL:PRK:event:1945:liberation-and-division-at-the-38th-parallel,PRK,North Korea,1945,15 August 1945,,Liberation and division at the 38th parallel,"Japan's surrender frees Korea but the peninsula is split along the 38th parallel into Soviet and American occupation zones, setting the stage for two rival states.",politics,colonial-rule-division,https://terralore.co/country/PRK/chronicle#ev-1945-liberation-and-division-at-the-38th-parallel,2026-06-15
TL:PRK:event:1948:founding-of-the-dprk,PRK,North Korea,1948,9 September 1948,,Founding of the DPRK,"The Democratic People's Republic of Korea is proclaimed under Kim Il Sung, weeks after the Republic of Korea is established in the south, institutionalizing the division.",founding,colonial-rule-division,https://terralore.co/country/PRK/chronicle#ev-1948-founding-of-the-dprk,2026-06-15
TL:PRK:event:1950:north-korea-invades-the-south,PRK,North Korea,1950,25 June 1950,,North Korea invades the South,"North Korean forces cross the 38th parallel, opening the Korean War; the North nearly overruns the peninsula before a US-led UN coalition intervenes.",war,korean-war,https://terralore.co/country/PRK/chronicle#ev-1950-north-korea-invades-the-south,2026-06-15
TL:PRK:event:1950:china-enters-the-war,PRK,North Korea,1950,Late 1950,,China enters the war,"After UN forces push deep into the north, the People's Republic of China intervenes and drives the front back toward the 38th parallel, producing a stalemate.",war,korean-war,https://terralore.co/country/PRK/chronicle#ev-1950-china-enters-the-war,2026-06-15
TL:PRK:event:1953:korean-war-armistice,PRK,North Korea,1953,27 July 1953,,Korean War armistice,"An armistice halts the fighting and creates the Demilitarized Zone; no peace treaty is signed, freezing the division of the peninsula to the present day.",war,korean-war,https://terralore.co/country/PRK/chronicle#ev-1953-korean-war-armistice,2026-06-15
TL:PRK:event:1972:socialist-constitution-adopted,PRK,North Korea,1972,December 1972,,Socialist Constitution adopted,"A new constitution creates the presidency for Kim Il Sung, enshrines Juche as the Workers' Party's guiding idea, and confirms Pyongyang as the capital.",politics,juche-state,https://terralore.co/country/PRK/chronicle#ev-1972-socialist-constitution-adopted,2026-06-15
TL:PRK:event:1980:kim-jong-il-designated-successor,PRK,North Korea,1980,October 1980,,Kim Jong Il designated successor,"Kim Il Sung formally designates his son Kim Jong Il as his successor, beginning an unprecedented hereditary transfer of power in a communist state.",politics,juche-state,https://terralore.co/country/PRK/chronicle#ev-1980-kim-jong-il-designated-successor,2026-06-15
TL:PRK:event:1991:north-and-south-korea-join-the-un,PRK,North Korea,1991,17 September 1991,,North and South Korea join the UN,"Both Korean states are admitted to the United Nations with separate seats, an acknowledgment of the durability of the two-state division.",politics,juche-state,https://terralore.co/country/PRK/chronicle#ev-1991-north-and-south-korea-join-the-un,2026-06-15
TL:PRK:event:1994:death-of-kim-il-sung,PRK,North Korea,1994,8 July 1994,,Death of Kim Il Sung,Kim Il Sung dies after ruling for nearly five decades; he is declared Eternal President and power passes to his son Kim Jong Il.,politics,juche-state,https://terralore.co/country/PRK/chronicle#ev-1994-death-of-kim-il-sung,2026-06-15
TL:PRK:event:1994:the-arduous-march-famine,PRK,North Korea,1994,1994-1999,,The Arduous March famine,"A famine driven by the loss of Soviet support, reduced Chinese aid and flooding kills an estimated several hundred thousand or more North Koreans, a defining national trauma.",disaster,famine-succession,https://terralore.co/country/PRK/chronicle#ev-1994-the-arduous-march-famine,2026-06-15
TL:PRK:event:2000:first-inter-korean-summit,PRK,North Korea,2000,June 2000,,First inter-Korean summit,"Kim Jong Il hosts South Korean president Kim Dae-jung in Pyongyang in the first summit between the two Koreas, briefly easing tensions.",politics,famine-succession,https://terralore.co/country/PRK/chronicle#ev-2000-first-inter-korean-summit,2026-06-15
TL:PRK:event:2006:first-nuclear-test,PRK,North Korea,2006,9 October 2006,,First nuclear test,"North Korea conducts its first underground nuclear test, having withdrawn from the Nuclear Non-Proliferation Treaty in 2003 and cycled through failed negotiations.",politics,famine-succession,https://terralore.co/country/PRK/chronicle#ev-2006-first-nuclear-test,2026-06-15
TL:PRK:event:2011:death-of-kim-jong-il,PRK,North Korea,2011,17 December 2011,,Death of Kim Jong Il,"Kim Jong Il dies and is succeeded by his youngest son Kim Jong Un, completing a third generation of hereditary rule.",politics,famine-succession,https://terralore.co/country/PRK/chronicle#ev-2011-death-of-kim-jong-il,2026-06-15
TL:PRK:event:2017:largest-nuclear-test-and-icbm-launches,PRK,North Korea,2017,2017,,Largest nuclear test and ICBM launches,"North Korea conducts its most powerful nuclear test and tests intercontinental ballistic missiles, prompting expanded UN Security Council sanctions.",politics,kim-jong-un-era,https://terralore.co/country/PRK/chronicle#ev-2017-largest-nuclear-test-and-icbm-launches,2026-06-15
TL:PRK:event:2018:singapore-summit-with-the-united-states,PRK,North Korea,2018,12 June 2018,,Singapore summit with the United States,"Kim Jong Un becomes the first North Korean leader to meet a sitting U.S. president, signing a joint statement with Donald Trump on working toward denuclearization.",politics,kim-jong-un-era,https://terralore.co/country/PRK/chronicle#ev-2018-singapore-summit-with-the-united-states,2026-06-15
TL:PRK:event:2019:hanoi-summit-collapses,PRK,North Korea,2019,27-28 February 2019,,Hanoi summit collapses,"A second Trump-Kim summit in Hanoi ends without agreement over sanctions and denuclearization, after which diplomacy stalls and weapons testing resumes.",politics,kim-jong-un-era,https://terralore.co/country/PRK/chronicle#ev-2019-hanoi-summit-collapses,2026-06-15
